cod_cor,denumire_ocupatie
213127,inspector de specialitate farmacolog
242404,"inspector de specialitate formare, evaluare și selecție profesională"
242303,inspector de specialitate forță de muncă și șomaj
211407,inspector de specialitate geofizician
211403,inspector de specialitate geolog
211411,inspector de specialitate hidrogeolog
211415,inspector de specialitate hidrolog
213203,inspector de specialitate inginer agronom
214506,inspector de specialitate inginer chimist
214211,inspector de specialitate inginer construcții
213207,inspector de specialitate inginer horticol
214519,inspector de specialitate inginer industria alimentară
214121,inspector de specialitate inginer industrializarea lemnului
214435,inspector de specialitate inginer mecanic
214608,inspector de specialitate inginer metalurg
214612,inspector de specialitate inginer minier
214510,inspector de specialitate inginer petrochimist
214907,inspector de specialitate inginer prelucrarea sticlei și ceramicii
213221,inspector de specialitate inginer silvic
214915,inspector de specialitate inginer tehnologia celulozei și hârtiei
213211,inspector de specialitate inginer zootehnist
242203,inspector de specialitate în administrația publică
213307,inspector de specialitate în gospodărirea apelor
212003,inspector de specialitate matematician
221105,inspector de specialitate medic
213131,inspector de specialitate microbiolog
211419,inspector de specialitate pedolog
212013,inspector de specialitate statistician
241243,inspector de specialitate subscriere
213111,inspector de specialitate zoolog
242226,inspector de stare civilă
335404,inspector de stat
111212,inspector de stat șef
335107,inspector de trafic rutier (studii medii)
242216,inspector de trafic rutier (studii superioare)
261924,inspector de urmărire și administrare bunuri
411002,inspector documente secrete
263645,inspector eparhial
352205,inspector exploatare poștală
432309,inspector exploatare trafic
241205,inspector financiar-bancar
263642,inspector general bisericesc
241223,inspector general de bancă
132222,inspector general industria petrolieră
111133,inspector general judecătoresc șef
112006,inspector general școlar
131103,inspector general vânătoare
311536,inspector ISCIR
111132,inspector în cadrul Inspecției Judiciare pentru judecători/ procurori de pe lângă Plenul Consiliului Superior al Magistraturii
325723,inspector în domeniul securității și sănătății în muncă
335901,inspector metrolog
263644,inspector patriarhal
335401,"inspector pensii, asigurări sociale și asistență socială"
335403,"inspector pentru acordarea de permise, licențe sau autorizații"
325706,inspector pentru conformare ecologică
315304,inspector pilotaj
335902,inspector prețuri
325712,inspector protecția mediului
121303,inspector protecție civilă
325720,inspector protecție socială
432308,inspector RNR (Registrul Naval Român)
335903,inspector salarii
325719,inspector sanitar
112008,inspector sanitar șef
315508,inspector siguranță operațională
263512,inspector social
214108,"inspector specialitate inginer textile, pielărie"
314488,inspector suprastructuri mobile mărfuri periculoase
235105,inspector școlar
112034,inspector școlar general adjunct
235915,inspector școlar pentru dezvoltarea resursei umane
235916,inspector școlar pentru educație permanentă
235912,inspector școlar pentru implementarea descentralizării instituționale
235917,inspector școlar pentru învățământ particular și alternative educaționale
235918,inspector școlar pentru învățământul special
235913,inspector școlar pentru managementul resurselor umane
235914,inspector școlar pentru mentorat
235921,inspector școlar pentru proiecte educaționale
132214,inspector- șef conservarea energiei
111240,inspector șef teritorial
335201,inspector taxe și impozite
335405,inspector tehnic
131120,inspector veterinar șef
111129,inspector-șef al Inspecției Judiciare de pe lângă Plenul Consiliului Superior al Magistraturii
122315,inspector-șef inspecția meteorologică națională
111213,inspector-șef în administrația publică
712602,"instalator apă, canal"
712611,instalator autorizat proiectare execuție și/ sau exploatare obiectiv/ sisteme de distribuție
712610,instalator autorizat proiectare execuție și/ sau exploatare obiectiv/ sisteme de transport și înmagazinare-stocare
712608,instalator centrale termice
712603,instalator frigotehnist
712609,instalator instalații tehnico-sanitare și de gaze
712604,instalator încălzire centrală și gaze
712614,instalator pentru pompe de căldură
741103,instalator pentru sisteme fotovoltaice solare
712615,instalator pentru sisteme geotermale
741104,instalator pentru sisteme termice solare
712605,instalator rețele de distribuție/ transport fluide
712612,instalator rețele termice și sanitare
712606,instalator ventilare și condiționare aer
341402,institutor
234103,institutor
263508,instructor - educator pentru activități de resocializare
235927,"instructor–formator de limbă, cultură și civilizație românească"
342206,instructor (monitor) schi/ călărie/ golf/ tenis/ înot/ sporturi extreme
342205,instructor arte marțiale
516502,instructor auto
342308,instructor canioning
342304,instructor de aerobic-fitness
342310,instructor de dans
223005,instructor de educație sanitară
342302,instructor de fitness
341906,"instructor de limbă, cultură și civilizație românească"
342311,instructor de pilates
432310,instructor depou
516403,instructor dresaj câini ghizi
342215,instructor educație acvatică
342305,instructor educație fizică
223003,instructor ergoterapie
265403,instructor film
215206,instructor instalații
342212,instructor în poligonul de tir
342309,instructor în poligonul de tragere
215207,instructor linii
226601,instructor logoped
315314,instructor parașutism
265404,instructor rețea cinematografică
432311,instructor revizie vagoane
342306,instructor salvaspeo
214113,instructor sistem de producție
342307,instructor speologie
342202,instructor sportiv
432312,instructor stație
341601,instructor școlar auto
516501,instructor școlar auto
333309,instructor/ preparator formare
235204,instructor-educator în unități de handicapați
265209,instrumentist
265234,instrumentist (studii medii)
265230,instrumentist muzicant
515106,intendent
331103,intermediar în activitatea financiară și comercială (broker)
265406,intermediarist film de desene animate (studii superioare)
216603,intermediarist film desene animate (studii medii)
264302,interpret
264316,interpret al limbajului mimico-gestual
264303,interpret relații diplomatice
242223,investigator
242238,investigator pentru siguranța aviației civile
111239,investigator șef
712301,ipsosar (exclusiv restaurator)
712303,ipsosar restaurator ornamente din ipsos
263302,istoric
263303,istoriograf
712401,izolator fonic
712402,izolator frigorific
712403,izolator hidrofug
712404,izolator lucrări speciale (antiacide și de protecție)
712405,izolator termic
516303,îmbălsămător
818306,îmbuteliator fluide sub presiune
932908,îmbuteliator gaz petrol lichefiat
813109,împâslitor pânză sticlă
931102,împingător vagoneți
731724,împletitor de nuiele
731731,împletitor din panglică împletită
731905,împletitor fibre plastice
731725,împletitor obiecte din foi de porumb
731726,împletitor papură
731820,împletitor textile
815305,încadrator confecții
731720,încadrator tablouri
962303,"încasator și cititor contoare de energie electrică, gaze, apă"
933301,încărcător-descărcător
817210,încleietor plăci aglomerate
531205,îngrijitoare în educație timpurie
532104,îngrijitoare la unități de ocrotire socială și sanitară
921201,îngrijitor animale
532201,îngrijitor bătrâni la domiciliu
532202,îngrijitor bolnavi la domiciliu
516405,îngrijitor câini
962201,îngrijitor câini în adăposturi
515301,îngrijitor clădiri
531101,îngrijitor de copii
516401,"îngrijitor farmacii, cabinete veterinare"
531204,îngrijitor grupă învățământ preșcolar
532204,îngrijitor la domiciliu
921501,îngrijitor pomi
911202,îngrijitor spații hoteliere
931202,îngrijitor spații verzi
515202,îngrijitor vilă
752323,înnobilator scândurele pentru creioane
516202,însoțitor
511101,însoțitor de bord
511313,însoțitor grup turistic
511207,însoțitor pasageri în transportul rutier
511318,însoțitor speolog
432307,însoțitor vagoane
516906,întreținător textile-piele
341401,învățător
234102,învățător
742208,jonctor
742215,jonctor fibră optică
342103,jucător de rugbi
261202,judecător
261204,inspector judiciar
264224,jurnalist TV (studii medii)
264225,jurnalist TV (studii superioare)
264226,jurnalist TV senior
226405,kinetoterapeut
311606,laborant apă potabilă
311602,laborant apă și apă grea
311101,laborant chimist
311603,laborant control dozimetrie
311103,laborant determinări fizico-mecanice
711921,laborant determinări fizico-mecanice pentru lucrări de drumuri și poduri
311105,laborant determinări geologice și geotehnice
321302,laborant farmacie
343102,laborant foto
311918,"laborant în industriile textilă, pielărie"
235906,laborant în învățământ
322101,laborant în ocrotirea sănătății
134207,laborant medical șef
311113,laborant operator centrale termice
311942,laborant pentru fabrica de ciment
711104,laborant pentru construcții de drumuri și construcții civile
311608,laborant petrochimist
311604,laborant petrolist/ industria chimică
311701,laborant structură macroscopică și microscopică
311106,laborant tehnică nucleară
812136,laminator
815113,laminator benzi din fibre
812129,laminator de bandaje și discuri
812132,laminator de benzi la rece
